"Notes"	"Multiple Cause of death"	"Multiple Cause of death Code"	"Year"	"Year Code"	"State"	"State Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate
	"Other synthetic narcotics"	"T40.4"	"2006"	"2006"	"Michigan"	"26"	"Male"	"M"	"Black or African American"	"2054-5"	34	710906	4.8
	"Other synthetic narcotics"	"T40.4"	"2006"	"2006"	"Michigan"	"26"	"Male"	"M"	"White"	"2106-3"	99	4054345	2.4
	"Other synthetic narcotics"	"T40.4"	"2006"	"2006"	"Minnesota"	"27"	"Male"	"M"	"White"	"2106-3"	15	2289870	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2006"	"2006"	"Missouri"	"29"	"Female"	"F"	"White"	"2106-3"	36	2546526	1.4
	"Other synthetic narcotics"	"T40.4"	"2006"	"2006"	"Missouri"	"29"	"Male"	"M"	"Black or African American"	"2054-5"	22	333616	6.6
	"Other synthetic narcotics"	"T40.4"	"2006"	"2006"	"Missouri"	"29"	"Male"	"M"	"White"	"2106-3"	76	2455662	3.1
	"Other synthetic narcotics"	"T40.4"	"2006"	"2006"	"Nevada"	"32"	"Female"	"F"	"White"	"2106-3"	16	1005835	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2006"	"2006"	"Nevada"	"32"	"Male"	"M"	"White"	"2106-3"	10	1054175	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2006"	"2006"	"New Jersey"	"34"	"Male"	"M"	"White"	"2106-3"	28	3242856	0.9
	"Other synthetic narcotics"	"T40.4"	"2006"	"2006"	"New Mexico"	"35"	"Female"	"F"	"White"	"2106-3"	12	846731	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2006"	"2006"	"New Mexico"	"35"	"Male"	"M"	"White"	"2106-3"	12	825308	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2006"	"2006"	"New York"	"36"	"Female"	"F"	"White"	"2106-3"	34	7209320	0.5
	"Other synthetic narcotics"	"T40.4"	"2006"	"2006"	"New York"	"36"	"Male"	"M"	"White"	"2106-3"	91	6868066	1.3
	"Other synthetic narcotics"	"T40.4"	"2006"	"2006"	"North Carolina"	"37"	"Female"	"F"	"White"	"2106-3"	39	3340655	1.2
	"Other synthetic narcotics"	"T40.4"	"2006"	"2006"	"North Carolina"	"37"	"Male"	"M"	"White"	"2106-3"	60	3259482	1.8
	"Other synthetic narcotics"	"T40.4"	"2006"	"2006"	"Ohio"	"39"	"Female"	"F"	"White"	"2106-3"	48	5002238	1.0
	"Other synthetic narcotics"	"T40.4"	"2006"	"2006"	"Ohio"	"39"	"Male"	"M"	"White"	"2106-3"	72	4791171	1.5
	"Other synthetic narcotics"	"T40.4"	"2006"	"2006"	"Oklahoma"	"40"	"Female"	"F"	"White"	"2106-3"	16	1453796	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2006"	"2006"	"Oklahoma"	"40"	"Male"	"M"	"White"	"2106-3"	19	1419773	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2006"	"2006"	"Oregon"	"41"	"Female"	"F"	"White"	"2106-3"	14	1696074	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2006"	"2006"	"Oregon"	"41"	"Male"	"M"	"White"	"2106-3"	12	1664321	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2006"	"2006"	"Pennsylvania"	"42"	"Female"	"F"	"White"	"2106-3"	25	5498641	0.5
	"Other synthetic narcotics"	"T40.4"	"2006"	"2006"	"Pennsylvania"	"42"	"Male"	"M"	"White"	"2106-3"	65	5225518	1.2
	"Other synthetic narcotics"	"T40.4"	"2006"	"2006"	"South Carolina"	"45"	"Female"	"F"	"White"	"2106-3"	20	1520534	1.3
	"Other synthetic narcotics"	"T40.4"	"2006"	"2006"	"South Carolina"	"45"	"Male"	"M"	"White"	"2106-3"	16	1482816	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2006"	"2006"	"Tennessee"	"47"	"Female"	"F"	"White"	"2106-3"	31	2509554	1.2
	"Other synthetic narcotics"	"T40.4"	"2006"	"2006"	"Tennessee"	"47"	"Male"	"M"	"White"	"2106-3"	32	2416954	1.3
	"Other synthetic narcotics"	"T40.4"	"2006"	"2006"	"Texas"	"48"	"Female"	"F"	"White"	"2106-3"	58	9705520	0.6
	"Other synthetic narcotics"	"T40.4"	"2006"	"2006"	"Texas"	"48"	"Male"	"M"	"White"	"2106-3"	49	9641442	0.5
	"Other synthetic narcotics"	"T40.4"	"2006"	"2006"	"Utah"	"49"	"Female"	"F"	"White"	"2106-3"	21	1183282	1.8
	"Other synthetic narcotics"	"T40.4"	"2006"	"2006"	"Utah"	"49"	"Male"	"M"	"White"	"2106-3"	17	1190975	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2006"	"2006"	"Vermont"	"50"	"Male"	"M"	"White"	"2106-3"	10	297739	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2006"	"2006"	"Virginia"	"51"	"Female"	"F"	"White"	"2106-3"	30	2855532	1.1
	"Other synthetic narcotics"	"T40.4"	"2006"	"2006"	"Virginia"	"51"	"Male"	"M"	"White"	"2106-3"	29	2799414	1.0
	"Other synthetic narcotics"	"T40.4"	"2006"	"2006"	"Washington"	"53"	"Female"	"F"	"White"	"2106-3"	27	2736161	1.0
	"Other synthetic narcotics"	"T40.4"	"2006"	"2006"	"Washington"	"53"	"Male"	"M"	"White"	"2106-3"	23	2721899	0.8
	"Other synthetic narcotics"	"T40.4"	"2006"	"2006"	"West Virginia"	"54"	"Female"	"F"	"White"	"2106-3"	20	890658	2.2
	"Other synthetic narcotics"	"T40.4"	"2006"	"2006"	"West Virginia"	"54"	"Male"	"M"	"White"	"2106-3"	28	853996	3.3
	"Other synthetic narcotics"	"T40.4"	"2006"	"2006"	"Wisconsin"	"55"	"Female"	"F"	"White"	"2106-3"	17	2530601	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2006"	"2006"	"Wisconsin"	"55"	"Male"	"M"	"White"	"2106-3"	32	2493516	1.3
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"Alabama"	"01"	"Female"	"F"	"White"	"2106-3"	11	1697518	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"Arizona"	"04"	"Female"	"F"	"White"	"2106-3"	19	2688894	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"Arizona"	"04"	"Male"	"M"	"White"	"2106-3"	18	2665511	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"Arkansas"	"05"	"Female"	"F"	"White"	"2106-3"	12	1179180	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"Arkansas"	"05"	"Male"	"M"	"White"	"2106-3"	15	1149772	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"California"	"06"	"Female"	"F"	"White"	"2106-3"	72	13874822	0.5
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"California"	"06"	"Male"	"M"	"White"	"2106-3"	58	13957514	0.4
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"Colorado"	"08"	"Female"	"F"	"White"	"2106-3"	22	2167190	1.0
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"Colorado"	"08"	"Male"	"M"	"White"	"2106-3"	21	2179296	1.0
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"Connecticut"	"09"	"Male"	"M"	"White"	"2106-3"	14	1451874	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"Florida"	"12"	"Female"	"F"	"White"	"2106-3"	63	7500333	0.8
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"Florida"	"12"	"Male"	"M"	"White"	"2106-3"	69	7250652	1.0
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"Georgia"	"13"	"Female"	"F"	"White"	"2106-3"	22	3061219	0.7
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"Georgia"	"13"	"Male"	"M"	"White"	"2106-3"	38	3040753	1.2
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"Illinois"	"17"	"Female"	"F"	"White"	"2106-3"	46	5091715	0.9
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"Illinois"	"17"	"Male"	"M"	"White"	"2106-3"	45	4986628	0.9
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"Indiana"	"18"	"Female"	"F"	"White"	"2106-3"	16	2857687	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"Indiana"	"18"	"Male"	"M"	"White"	"2106-3"	35	2779635	1.3
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"Iowa"	"19"	"Female"	"F"	"White"	"2106-3"	11	1439268	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"Kansas"	"20"	"Female"	"F"	"White"	"2106-3"	14	1260320	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"Kentucky"	"21"	"Female"	"F"	"White"	"2106-3"	15	1956423	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"Kentucky"	"21"	"Male"	"M"	"White"	"2106-3"	22	1890200	1.2
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"Maryland"	"24"	"Female"	"F"	"White"	"2106-3"	11	1818038	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"Maryland"	"24"	"Male"	"M"	"White"	"2106-3"	19	1760853	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"Massachusetts"	"25"	"Female"	"F"	"White"	"2106-3"	36	2866813	1.3
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"Massachusetts"	"25"	"Male"	"M"	"White"	"2106-3"	36	2685216	1.3
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"Michigan"	"26"	"Female"	"F"	"White"	"2106-3"	31	4136470	0.7
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"Michigan"	"26"	"Male"	"M"	"White"	"2106-3"	36	4034274	0.9
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"Minnesota"	"27"	"Female"	"F"	"White"	"2106-3"	12	2339948	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"Mississippi"	"28"	"Male"	"M"	"White"	"2106-3"	14	885326	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"Missouri"	"29"	"Female"	"F"	"White"	"2106-3"	31	2560255	1.2
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"Missouri"	"29"	"Male"	"M"	"White"	"2106-3"	35	2473434	1.4
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"Nevada"	"32"	"Female"	"F"	"White"	"2106-3"	13	1029970	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"New Hampshire"	"33"	"Female"	"F"	"White"	"2106-3"	11	639638	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"New Jersey"	"34"	"Female"	"F"	"White"	"2106-3"	10	3379495	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"New Jersey"	"34"	"Male"	"M"	"White"	"2106-3"	19	3235757	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"New York"	"36"	"Female"	"F"	"White"	"2106-3"	36	7191923	0.5
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"New York"	"36"	"Male"	"M"	"White"	"2106-3"	71	6859701	1.0
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"North Carolina"	"37"	"Female"	"F"	"White"	"2106-3"	44	3416913	1.3
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"North Carolina"	"37"	"Male"	"M"	"White"	"2106-3"	64	3316216	1.9
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"Ohio"	"39"	"Female"	"F"	"White"	"2106-3"	47	4997863	0.9
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"Ohio"	"39"	"Male"	"M"	"White"	"2106-3"	56	4791316	1.2
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"Oklahoma"	"40"	"Female"	"F"	"White"	"2106-3"	29	1464671	2.0
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"Oklahoma"	"40"	"Male"	"M"	"White"	"2106-3"	28	1433028	2.0
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"Oregon"	"41"	"Female"	"F"	"White"	"2106-3"	13	1715921	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"Pennsylvania"	"42"	"Female"	"F"	"White"	"2106-3"	29	5500233	0.5
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"Pennsylvania"	"42"	"Male"	"M"	"White"	"2106-3"	52	5235002	1.0
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"South Carolina"	"45"	"Female"	"F"	"White"	"2106-3"	19	1553349	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"South Carolina"	"45"	"Male"	"M"	"White"	"2106-3"	14	1515328	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"Tennessee"	"47"	"Female"	"F"	"White"	"2106-3"	37	2539596	1.5
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"Tennessee"	"47"	"Male"	"M"	"White"	"2106-3"	42	2452442	1.7
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"Texas"	"48"	"Female"	"F"	"White"	"2106-3"	58	9881326	0.6
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"Texas"	"48"	"Male"	"M"	"White"	"2106-3"	54	9812975	0.6
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"Utah"	"49"	"Female"	"F"	"White"	"2106-3"	13	1213792	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"Utah"	"49"	"Male"	"M"	"White"	"2106-3"	20	1224004	1.6
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"Virginia"	"51"	"Female"	"F"	"White"	"2106-3"	39	2873952	1.4
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"Virginia"	"51"	"Male"	"M"	"White"	"2106-3"	25	2818159	0.9
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"Washington"	"53"	"Female"	"F"	"White"	"2106-3"	27	2765461	1.0
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"Washington"	"53"	"Male"	"M"	"White"	"2106-3"	10	2748805	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"West Virginia"	"54"	"Female"	"F"	"White"	"2106-3"	31	892134	3.5
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"West Virginia"	"54"	"Male"	"M"	"White"	"2106-3"	49	856969	5.7
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"Wisconsin"	"55"	"Female"	"F"	"White"	"2106-3"	24	2539315	0.9
	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	"Wisconsin"	"55"	"Male"	"M"	"White"	"2106-3"	27	2504153	1.1
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"Alabama"	"01"	"Male"	"M"	"White"	"2106-3"	10	1656414	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"Arizona"	"04"	"Female"	"F"	"White"	"2106-3"	17	2728728	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"Arizona"	"04"	"Male"	"M"	"White"	"2106-3"	27	2701226	1.0
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"Arkansas"	"05"	"Female"	"F"	"White"	"2106-3"	15	1187921	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"Arkansas"	"05"	"Male"	"M"	"White"	"2106-3"	23	1158925	2.0
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"California"	"06"	"Female"	"F"	"White"	"2106-3"	78	13954544	0.6
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"California"	"06"	"Male"	"M"	"White"	"2106-3"	65	14035802	0.5
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"Colorado"	"08"	"Female"	"F"	"White"	"2106-3"	20	2201124	0.9
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"Colorado"	"08"	"Male"	"M"	"White"	"2106-3"	16	2213403	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"Florida"	"12"	"Female"	"F"	"White"	"2106-3"	62	7546154	0.8
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"Florida"	"12"	"Male"	"M"	"White"	"2106-3"	66	7286783	0.9
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"Georgia"	"13"	"Female"	"F"	"White"	"2106-3"	23	3093581	0.7
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"Georgia"	"13"	"Male"	"M"	"White"	"2106-3"	30	3072335	1.0
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"Illinois"	"17"	"Female"	"F"	"White"	"2106-3"	34	5103088	0.7
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"Illinois"	"17"	"Male"	"M"	"White"	"2106-3"	47	4999575	0.9
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"Indiana"	"18"	"Female"	"F"	"White"	"2106-3"	24	2870969	0.8
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"Indiana"	"18"	"Male"	"M"	"White"	"2106-3"	28	2793841	1.0
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"Iowa"	"19"	"Female"	"F"	"White"	"2106-3"	10	1443448	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"Iowa"	"19"	"Male"	"M"	"White"	"2106-3"	15	1404470	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"Kentucky"	"21"	"Female"	"F"	"White"	"2106-3"	19	1971188	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"Kentucky"	"21"	"Male"	"M"	"White"	"2106-3"	25	1901122	1.3
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"Maryland"	"24"	"Female"	"F"	"White"	"2106-3"	12	1817711	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"Maryland"	"24"	"Male"	"M"	"White"	"2106-3"	21	1761956	1.2
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"Massachusetts"	"25"	"Female"	"F"	"White"	"2106-3"	22	2871383	0.8
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"Massachusetts"	"25"	"Male"	"M"	"White"	"2106-3"	31	2690834	1.2
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"Michigan"	"26"	"Female"	"F"	"White"	"2106-3"	29	4112196	0.7
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"Michigan"	"26"	"Male"	"M"	"White"	"2106-3"	35	4006453	0.9
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"Minnesota"	"27"	"Female"	"F"	"White"	"2106-3"	15	2348402	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"Minnesota"	"27"	"Male"	"M"	"White"	"2106-3"	14	2309173	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"Mississippi"	"28"	"Female"	"F"	"White"	"2106-3"	19	909942	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"Mississippi"	"28"	"Male"	"M"	"White"	"2106-3"	12	889457	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"Missouri"	"29"	"Female"	"F"	"White"	"2106-3"	18	2571160	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"Missouri"	"29"	"Male"	"M"	"White"	"2106-3"	36	2486376	1.4
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"Nevada"	"32"	"Female"	"F"	"White"	"2106-3"	18	1043749	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"New Jersey"	"34"	"Male"	"M"	"White"	"2106-3"	10	3235980	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"New Mexico"	"35"	"Male"	"M"	"White"	"2106-3"	14	842967	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"New York"	"36"	"Female"	"F"	"White"	"2106-3"	58	7190126	0.8
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"New York"	"36"	"Male"	"M"	"White"	"2106-3"	53	6867660	0.8
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"North Carolina"	"37"	"Female"	"F"	"White"	"2106-3"	48	3476487	1.4
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"North Carolina"	"37"	"Male"	"M"	"White"	"2106-3"	67	3379746	2.0
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"Ohio"	"39"	"Female"	"F"	"White"	"2106-3"	47	4991788	0.9
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"Ohio"	"39"	"Male"	"M"	"White"	"2106-3"	56	4790184	1.2
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"Oklahoma"	"40"	"Female"	"F"	"White"	"2106-3"	21	1474557	1.4
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"Oklahoma"	"40"	"Male"	"M"	"White"	"2106-3"	35	1442849	2.4
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"Oregon"	"41"	"Female"	"F"	"White"	"2106-3"	12	1734316	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"Pennsylvania"	"42"	"Female"	"F"	"White"	"2106-3"	34	5500209	0.6
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"Pennsylvania"	"42"	"Male"	"M"	"White"	"2106-3"	58	5242889	1.1
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"South Carolina"	"45"	"Female"	"F"	"White"	"2106-3"	19	1584607	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"South Carolina"	"45"	"Male"	"M"	"White"	"2106-3"	20	1545011	1.3
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"Tennessee"	"47"	"Female"	"F"	"White"	"2106-3"	43	2570342	1.7
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"Tennessee"	"47"	"Male"	"M"	"White"	"2106-3"	50	2475954	2.0
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"Texas"	"48"	"Female"	"F"	"White"	"2106-3"	45	10053324	0.4
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"Texas"	"48"	"Male"	"M"	"White"	"2106-3"	39	9984575	0.4
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"Utah"	"49"	"Female"	"F"	"White"	"2106-3"	20	1242662	1.6
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"Vermont"	"50"	"Male"	"M"	"White"	"2106-3"	10	297956	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"Virginia"	"51"	"Female"	"F"	"White"	"2106-3"	35	2893402	1.2
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"Virginia"	"51"	"Male"	"M"	"White"	"2106-3"	48	2840059	1.7
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"Washington"	"53"	"Female"	"F"	"White"	"2106-3"	28	2792891	1.0
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"Washington"	"53"	"Male"	"M"	"White"	"2106-3"	23	2784427	0.8
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"West Virginia"	"54"	"Female"	"F"	"White"	"2106-3"	32	893543	3.6
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"West Virginia"	"54"	"Male"	"M"	"White"	"2106-3"	52	860049	6.0
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"Wisconsin"	"55"	"Female"	"F"	"White"	"2106-3"	26	2546975	1.0
	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	"Wisconsin"	"55"	"Male"	"M"	"White"	"2106-3"	25	2513226	1.0
	"Other synthetic narcotics"	"T40.4"	"2009"	"2009"	"Alabama"	"01"	"Female"	"F"	"White"	"2106-3"	11	1720115	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2009"	"2009"	"Alabama"	"01"	"Male"	"M"	"White"	"2106-3"	17	1669087	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2009"	"2009"	"Alaska"	"02"	"Male"	"M"	"White"	"2106-3"	11	261942	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2009"	"2009"	"Arizona"	"04"	"Female"	"F"	"White"	"2106-3"	29	2748928	1.1
	"Other synthetic narcotics"	"T40.4"	"2009"	"2009"	"Arizona"	"04"	"Male"	"M"	"White"	"2106-3"	22	2715119	0.8
	"Other synthetic narcotics"	"T40.4"	"2009"	"2009"	"Arkansas"	"05"	"Female"	"F"	"White"	"2106-3"	30	1195266	2.5
	"Other synthetic narcotics"	"T40.4"	"2009"	"2009"	"Arkansas"	"05"	"Male"	"M"	"White"	"2106-3"	28	1166316	2.4
	"Other synthetic narcotics"	"T40.4"	"2009"	"2009"	"California"	"06"	"Female"	"F"	"White"	"2106-3"	113	14035595	0.8
	"Other synthetic narcotics"	"T40.4"	"2009"	"2009"	"California"	"06"	"Male"	"M"	"White"	"2106-3"	73	14111915	0.5
	"Other synthetic narcotics"	"T40.4"	"2009"	"2009"	"Colorado"	"08"	"Female"	"F"	"White"	"2106-3"	29	2233809	1.3
	"Other synthetic narcotics"	"T40.4"	"2009"	"2009"	"Colorado"	"08"	"Male"	"M"	"White"	"2106-3"	33	2244756	1.5
	"Other synthetic narcotics"	"T40.4"	"2009"	"2009"	"Connecticut"	"09"	"Female"	"F"	"White"	"2106-3"	12	1529535	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2009"	"2009"	"Delaware"	"10"	"Male"	"M"	"White"	"2106-3"	10	318480	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2009"	"2009"	"Florida"	"12"	"Female"	"F"	"White"	"2106-3"	90	7581370	1.2
	"Other synthetic narcotics"	"T40.4"	"2009"	"2009"	"Florida"	"12"	"Male"	"M"	"White"	"2106-3"	79	7312821	1.1
	"Other synthetic narcotics"	"T40.4"	"2009"	"2009"	"Georgia"	"13"	"Female"	"F"	"White"	"2106-3"	30	3113298	1.0
	"Other synthetic narcotics"	"T40.4"	"2009"	"2009"	"Georgia"	"13"	"Male"	"M"	"White"	"2106-3"	42	3090882	1.4
	"Other synthetic narcotics"	"T40.4"	"2009"	"2009"	"Illinois"	"17"	"Female"	"F"	"White"	"2106-3"	53	5114689	1.0
	"Other synthetic narcotics"	"T40.4"	"2009"	"2009"	"Illinois"	"17"	"Male"	"M"	"White"	"2106-3"	55	5009049	1.1
	"Other synthetic narcotics"	"T40.4"	"2009"	"2009"	"Indiana"	"18"	"Female"	"F"	"White"	"2106-3"	24	2879571	0.8
	"Other synthetic narcotics"	"T40.4"	"2009"	"2009"	"Indiana"	"18"	"Male"	"M"	"White"	"2106-3"	37	2802193	1.3
	"Other synthetic narcotics"	"T40.4"	"2009"	"2009"	"Iowa"	"19"	"Female"	"F"	"White"	"2106-3"	16	1446818	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2009"	"2009"	"Iowa"	"19"	"Male"	"M"	"White"	"2106-3"	18	1409638	Unreliable
	"Other synthetic narcotics"	"T40.4"	"2009"	"2009"	"Kansas"	"20"	"Female"	"F"	"White"	"2106-3"	17	1275042	Unreliable
