"Notes"	"Multiple Cause of death"	"Multiple Cause of death Code"	"Year"	"Year Code"	"State"	"State Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"Methadone"	"T40.3"	"2005"	"2005"	"South Carolina"	"45"	"Male"	"M"	42	2077805	2.0
	"Methadone"	"T40.3"	"2005"	"2005"	"Tennessee"	"47"	"Female"	"F"	63	3068439	2.1
	"Methadone"	"T40.3"	"2005"	"2005"	"Tennessee"	"47"	"Male"	"M"	75	2922618	2.6
	"Methadone"	"T40.3"	"2005"	"2005"	"Texas"	"48"	"Female"	"F"	68	11470439	0.6
	"Methadone"	"T40.3"	"2005"	"2005"	"Texas"	"48"	"Male"	"M"	132	11307684	1.2
	"Methadone"	"T40.3"	"2005"	"2005"	"Utah"	"49"	"Female"	"F"	46	1224741	3.8
	"Methadone"	"T40.3"	"2005"	"2005"	"Utah"	"49"	"Male"	"M"	67	1232978	5.4
	"Methadone"	"T40.3"	"2005"	"2005"	"Virginia"	"51"	"Female"	"F"	44	3863646	1.1
	"Methadone"	"T40.3"	"2005"	"2005"	"Virginia"	"51"	"Male"	"M"	78	3713459	2.1
	"Methadone"	"T40.3"	"2005"	"2005"	"Washington"	"53"	"Female"	"F"	111	3145396	3.5
	"Methadone"	"T40.3"	"2005"	"2005"	"Washington"	"53"	"Male"	"M"	159	3111909	5.1
	"Methadone"	"T40.3"	"2005"	"2005"	"West Virginia"	"54"	"Female"	"F"	13	927690	Unreliable
	"Methadone"	"T40.3"	"2005"	"2005"	"West Virginia"	"54"	"Male"	"M"	48	892802	5.4
	"Methadone"	"T40.3"	"2005"	"2005"	"Wisconsin"	"55"	"Female"	"F"	34	2797061	1.2
	"Methadone"	"T40.3"	"2005"	"2005"	"Wisconsin"	"55"	"Male"	"M"	41	2749105	1.5
	"Methadone"	"T40.3"	"2006"	"2006"	"Alabama"	"01"	"Female"	"F"	27	2385480	1.1
	"Methadone"	"T40.3"	"2006"	"2006"	"Alabama"	"01"	"Male"	"M"	38	2243501	1.7
	"Methadone"	"T40.3"	"2006"	"2006"	"Arizona"	"04"	"Female"	"F"	33	3026134	1.1
	"Methadone"	"T40.3"	"2006"	"2006"	"Arizona"	"04"	"Male"	"M"	55	3003007	1.8
	"Methadone"	"T40.3"	"2006"	"2006"	"Arkansas"	"05"	"Female"	"F"	18	1438428	Unreliable
	"Methadone"	"T40.3"	"2006"	"2006"	"Arkansas"	"05"	"Male"	"M"	55	1383333	4.0
	"Methadone"	"T40.3"	"2006"	"2006"	"California"	"06"	"Female"	"F"	111	18097471	0.6
	"Methadone"	"T40.3"	"2006"	"2006"	"California"	"06"	"Male"	"M"	169	17923731	0.9
	"Methadone"	"T40.3"	"2006"	"2006"	"Colorado"	"08"	"Female"	"F"	26	2352960	1.1
	"Methadone"	"T40.3"	"2006"	"2006"	"Colorado"	"08"	"Male"	"M"	36	2367463	1.5
	"Methadone"	"T40.3"	"2006"	"2006"	"Connecticut"	"09"	"Female"	"F"	13	1807675	Unreliable
	"Methadone"	"T40.3"	"2006"	"2006"	"Connecticut"	"09"	"Male"	"M"	48	1709785	2.8
	"Methadone"	"T40.3"	"2006"	"2006"	"Florida"	"12"	"Female"	"F"	150	9280080	1.6
	"Methadone"	"T40.3"	"2006"	"2006"	"Florida"	"12"	"Male"	"M"	384	8886910	4.3
	"Methadone"	"T40.3"	"2006"	"2006"	"Georgia"	"13"	"Female"	"F"	46	4670606	1.0
	"Methadone"	"T40.3"	"2006"	"2006"	"Georgia"	"13"	"Male"	"M"	92	4485207	2.1
	"Methadone"	"T40.3"	"2006"	"2006"	"Hawaii"	"15"	"Male"	"M"	17	657380	Unreliable
	"Methadone"	"T40.3"	"2006"	"2006"	"Idaho"	"16"	"Female"	"F"	14	732104	Unreliable
	"Methadone"	"T40.3"	"2006"	"2006"	"Idaho"	"16"	"Male"	"M"	21	736565	2.9
	"Methadone"	"T40.3"	"2006"	"2006"	"Illinois"	"17"	"Female"	"F"	26	6440022	0.4
	"Methadone"	"T40.3"	"2006"	"2006"	"Illinois"	"17"	"Male"	"M"	67	6203933	1.1
	"Methadone"	"T40.3"	"2006"	"2006"	"Indiana"	"18"	"Female"	"F"	18	3218203	Unreliable
	"Methadone"	"T40.3"	"2006"	"2006"	"Indiana"	"18"	"Male"	"M"	31	3114466	1.0
	"Methadone"	"T40.3"	"2006"	"2006"	"Iowa"	"19"	"Male"	"M"	13	1471520	Unreliable
	"Methadone"	"T40.3"	"2006"	"2006"	"Kansas"	"20"	"Female"	"F"	19	1394092	Unreliable
	"Methadone"	"T40.3"	"2006"	"2006"	"Kansas"	"20"	"Male"	"M"	25	1368839	1.8
	"Methadone"	"T40.3"	"2006"	"2006"	"Kentucky"	"21"	"Female"	"F"	51	2149096	2.4
	"Methadone"	"T40.3"	"2006"	"2006"	"Kentucky"	"21"	"Male"	"M"	119	2070143	5.7
	"Methadone"	"T40.3"	"2006"	"2006"	"Louisiana"	"22"	"Female"	"F"	35	2204072	1.6
	"Methadone"	"T40.3"	"2006"	"2006"	"Louisiana"	"22"	"Male"	"M"	82	2098593	3.9
	"Methadone"	"T40.3"	"2006"	"2006"	"Maine"	"23"	"Female"	"F"	15	676157	Unreliable
	"Methadone"	"T40.3"	"2006"	"2006"	"Maine"	"23"	"Male"	"M"	33	647462	5.1
	"Methadone"	"T40.3"	"2006"	"2006"	"Maryland"	"24"	"Female"	"F"	59	2907963	2.0
	"Methadone"	"T40.3"	"2006"	"2006"	"Maryland"	"24"	"Male"	"M"	120	2719404	4.4
	"Methadone"	"T40.3"	"2006"	"2006"	"Massachusetts"	"25"	"Female"	"F"	54	3311185	1.6
	"Methadone"	"T40.3"	"2006"	"2006"	"Massachusetts"	"25"	"Male"	"M"	94	3098899	3.0
	"Methadone"	"T40.3"	"2006"	"2006"	"Michigan"	"26"	"Female"	"F"	43	5106621	0.8
	"Methadone"	"T40.3"	"2006"	"2006"	"Michigan"	"26"	"Male"	"M"	107	4929460	2.2
	"Methadone"	"T40.3"	"2006"	"2006"	"Minnesota"	"27"	"Female"	"F"	15	2600951	Unreliable
	"Methadone"	"T40.3"	"2006"	"2006"	"Minnesota"	"27"	"Male"	"M"	45	2562604	1.8
	"Methadone"	"T40.3"	"2006"	"2006"	"Mississippi"	"28"	"Male"	"M"	17	1408665	Unreliable
	"Methadone"	"T40.3"	"2006"	"2006"	"Missouri"	"29"	"Female"	"F"	31	2987563	1.0
	"Methadone"	"T40.3"	"2006"	"2006"	"Missouri"	"29"	"Male"	"M"	57	2855141	2.0
	"Methadone"	"T40.3"	"2006"	"2006"	"Montana"	"30"	"Male"	"M"	20	477351	4.2
	"Methadone"	"T40.3"	"2006"	"2006"	"Nevada"	"32"	"Female"	"F"	45	1243993	3.6
	"Methadone"	"T40.3"	"2006"	"2006"	"Nevada"	"32"	"Male"	"M"	63	1278665	4.9
	"Methadone"	"T40.3"	"2006"	"2006"	"New Hampshire"	"33"	"Female"	"F"	18	662773	Unreliable
	"Methadone"	"T40.3"	"2006"	"2006"	"New Hampshire"	"33"	"Male"	"M"	26	645616	4.0
	"Methadone"	"T40.3"	"2006"	"2006"	"New Jersey"	"34"	"Female"	"F"	23	4448099	0.5
	"Methadone"	"T40.3"	"2006"	"2006"	"New Jersey"	"34"	"Male"	"M"	49	4213580	1.2
	"Methadone"	"T40.3"	"2006"	"2006"	"New Mexico"	"35"	"Female"	"F"	23	993969	2.3
	"Methadone"	"T40.3"	"2006"	"2006"	"New Mexico"	"35"	"Male"	"M"	33	968168	3.4
	"Methadone"	"T40.3"	"2006"	"2006"	"New York"	"36"	"Female"	"F"	93	9871401	0.9
	"Methadone"	"T40.3"	"2006"	"2006"	"New York"	"36"	"Male"	"M"	217	9233230	2.4
	"Methadone"	"T40.3"	"2006"	"2006"	"North Carolina"	"37"	"Female"	"F"	118	4563152	2.6
	"Methadone"	"T40.3"	"2006"	"2006"	"North Carolina"	"37"	"Male"	"M"	221	4354118	5.1
	"Methadone"	"T40.3"	"2006"	"2006"	"Ohio"	"39"	"Female"	"F"	49	5883067	0.8
	"Methadone"	"T40.3"	"2006"	"2006"	"Ohio"	"39"	"Male"	"M"	126	5598146	2.3
	"Methadone"	"T40.3"	"2006"	"2006"	"Oklahoma"	"40"	"Female"	"F"	46	1818693	2.5
	"Methadone"	"T40.3"	"2006"	"2006"	"Oklahoma"	"40"	"Male"	"M"	105	1775397	5.9
	"Methadone"	"T40.3"	"2006"	"2006"	"Oregon"	"41"	"Female"	"F"	62	1853117	3.3
	"Methadone"	"T40.3"	"2006"	"2006"	"Oregon"	"41"	"Male"	"M"	86	1817766	4.7
	"Methadone"	"T40.3"	"2006"	"2006"	"Pennsylvania"	"42"	"Female"	"F"	32	6429312	0.5
	"Methadone"	"T40.3"	"2006"	"2006"	"Pennsylvania"	"42"	"Male"	"M"	67	6081497	1.1
	"Methadone"	"T40.3"	"2006"	"2006"	"Rhode Island"	"44"	"Male"	"M"	37	512962	7.2
	"Methadone"	"T40.3"	"2006"	"2006"	"South Carolina"	"45"	"Female"	"F"	23	2237655	1.0
	"Methadone"	"T40.3"	"2006"	"2006"	"South Carolina"	"45"	"Male"	"M"	48	2120192	2.3
	"Methadone"	"T40.3"	"2006"	"2006"	"Tennessee"	"47"	"Female"	"F"	64	3121455	2.1
	"Methadone"	"T40.3"	"2006"	"2006"	"Tennessee"	"47"	"Male"	"M"	121	2967311	4.1
	"Methadone"	"T40.3"	"2006"	"2006"	"Texas"	"48"	"Female"	"F"	76	11771243	0.6
	"Methadone"	"T40.3"	"2006"	"2006"	"Texas"	"48"	"Male"	"M"	147	11588337	1.3
	"Methadone"	"T40.3"	"2006"	"2006"	"Utah"	"49"	"Female"	"F"	32	1257991	2.5
	"Methadone"	"T40.3"	"2006"	"2006"	"Utah"	"49"	"Male"	"M"	77	1267516	6.1
	"Methadone"	"T40.3"	"2006"	"2006"	"Vermont"	"50"	"Male"	"M"	22	306602	7.2
	"Methadone"	"T40.3"	"2006"	"2006"	"Virginia"	"51"	"Female"	"F"	41	3908475	1.0
	"Methadone"	"T40.3"	"2006"	"2006"	"Virginia"	"51"	"Male"	"M"	73	3765250	1.9
	"Methadone"	"T40.3"	"2006"	"2006"	"Washington"	"53"	"Female"	"F"	129	3200695	4.0
	"Methadone"	"T40.3"	"2006"	"2006"	"Washington"	"53"	"Male"	"M"	209	3170058	6.6
	"Methadone"	"T40.3"	"2006"	"2006"	"West Virginia"	"54"	"Female"	"F"	38	930605	4.1
	"Methadone"	"T40.3"	"2006"	"2006"	"West Virginia"	"54"	"Male"	"M"	66	897307	7.4
	"Methadone"	"T40.3"	"2006"	"2006"	"Wisconsin"	"55"	"Female"	"F"	34	2812276	1.2
	"Methadone"	"T40.3"	"2006"	"2006"	"Wisconsin"	"55"	"Male"	"M"	85	2765379	3.1
	"Methadone"	"T40.3"	"2007"	"2007"	"Alabama"	"01"	"Female"	"F"	26	2407275	1.1
	"Methadone"	"T40.3"	"2007"	"2007"	"Alabama"	"01"	"Male"	"M"	60	2265565	2.6
	"Methadone"	"T40.3"	"2007"	"2007"	"Arizona"	"04"	"Female"	"F"	30	3096998	1.0
	"Methadone"	"T40.3"	"2007"	"2007"	"Arizona"	"04"	"Male"	"M"	51	3070683	1.7
	"Methadone"	"T40.3"	"2007"	"2007"	"Arkansas"	"05"	"Female"	"F"	27	1451358	1.9
	"Methadone"	"T40.3"	"2007"	"2007"	"Arkansas"	"05"	"Male"	"M"	36	1397292	2.6
	"Methadone"	"T40.3"	"2007"	"2007"	"California"	"06"	"Female"	"F"	124	18214926	0.7
	"Methadone"	"T40.3"	"2007"	"2007"	"California"	"06"	"Male"	"M"	188	18035385	1.0
	"Methadone"	"T40.3"	"2007"	"2007"	"Colorado"	"08"	"Female"	"F"	25	2396433	1.0
	"Methadone"	"T40.3"	"2007"	"2007"	"Colorado"	"08"	"Male"	"M"	33	2407435	1.4
	"Methadone"	"T40.3"	"2007"	"2007"	"Connecticut"	"09"	"Female"	"F"	19	1811617	Unreliable
	"Methadone"	"T40.3"	"2007"	"2007"	"Connecticut"	"09"	"Male"	"M"	38	1715653	2.2
	"Methadone"	"T40.3"	"2007"	"2007"	"Delaware"	"10"	"Male"	"M"	12	422351	Unreliable
	"Methadone"	"T40.3"	"2007"	"2007"	"Florida"	"12"	"Female"	"F"	176	9378587	1.9
	"Methadone"	"T40.3"	"2007"	"2007"	"Florida"	"12"	"Male"	"M"	392	8989255	4.4
	"Methadone"	"T40.3"	"2007"	"2007"	"Georgia"	"13"	"Female"	"F"	57	4777572	1.2
	"Methadone"	"T40.3"	"2007"	"2007"	"Georgia"	"13"	"Male"	"M"	111	4572416	2.4
	"Methadone"	"T40.3"	"2007"	"2007"	"Hawaii"	"15"	"Male"	"M"	14	658490	Unreliable
	"Methadone"	"T40.3"	"2007"	"2007"	"Idaho"	"16"	"Male"	"M"	17	754978	Unreliable
	"Methadone"	"T40.3"	"2007"	"2007"	"Illinois"	"17"	"Female"	"F"	31	6467577	0.5
	"Methadone"	"T40.3"	"2007"	"2007"	"Illinois"	"17"	"Male"	"M"	67	6228289	1.1
	"Methadone"	"T40.3"	"2007"	"2007"	"Indiana"	"18"	"Female"	"F"	21	3241454	0.6
	"Methadone"	"T40.3"	"2007"	"2007"	"Indiana"	"18"	"Male"	"M"	58	3138145	1.8
	"Methadone"	"T40.3"	"2007"	"2007"	"Iowa"	"19"	"Female"	"F"	11	1518023	Unreliable
	"Methadone"	"T40.3"	"2007"	"2007"	"Iowa"	"19"	"Male"	"M"	26	1481189	1.8
	"Methadone"	"T40.3"	"2007"	"2007"	"Kansas"	"20"	"Female"	"F"	15	1405705	Unreliable
	"Methadone"	"T40.3"	"2007"	"2007"	"Kansas"	"20"	"Male"	"M"	30	1378080	2.2
	"Methadone"	"T40.3"	"2007"	"2007"	"Kentucky"	"21"	"Female"	"F"	49	2164210	2.3
	"Methadone"	"T40.3"	"2007"	"2007"	"Kentucky"	"21"	"Male"	"M"	106	2092462	5.1
	"Methadone"	"T40.3"	"2007"	"2007"	"Louisiana"	"22"	"Female"	"F"	28	2239125	1.3
	"Methadone"	"T40.3"	"2007"	"2007"	"Louisiana"	"22"	"Male"	"M"	78	2136456	3.7
	"Methadone"	"T40.3"	"2007"	"2007"	"Maine"	"23"	"Female"	"F"	14	677797	Unreliable
	"Methadone"	"T40.3"	"2007"	"2007"	"Maine"	"23"	"Male"	"M"	31	649243	4.8
	"Methadone"	"T40.3"	"2007"	"2007"	"Maryland"	"24"	"Female"	"F"	73	2920109	2.5
	"Methadone"	"T40.3"	"2007"	"2007"	"Maryland"	"24"	"Male"	"M"	128	2733299	4.7
	"Methadone"	"T40.3"	"2007"	"2007"	"Massachusetts"	"25"	"Female"	"F"	55	3321653	1.7
	"Methadone"	"T40.3"	"2007"	"2007"	"Massachusetts"	"25"	"Male"	"M"	70	3109906	2.3
	"Methadone"	"T40.3"	"2007"	"2007"	"Michigan"	"26"	"Female"	"F"	43	5091035	0.8
	"Methadone"	"T40.3"	"2007"	"2007"	"Michigan"	"26"	"Male"	"M"	110	4910249	2.2
	"Methadone"	"T40.3"	"2007"	"2007"	"Minnesota"	"27"	"Female"	"F"	17	2622551	Unreliable
	"Methadone"	"T40.3"	"2007"	"2007"	"Minnesota"	"27"	"Male"	"M"	38	2584652	1.5
	"Methadone"	"T40.3"	"2007"	"2007"	"Mississippi"	"28"	"Male"	"M"	22	1421279	1.5
	"Methadone"	"T40.3"	"2007"	"2007"	"Missouri"	"29"	"Female"	"F"	34	3007493	1.1
	"Methadone"	"T40.3"	"2007"	"2007"	"Missouri"	"29"	"Male"	"M"	55	2880119	1.9
	"Methadone"	"T40.3"	"2007"	"2007"	"Montana"	"30"	"Male"	"M"	20	483767	4.1
	"Methadone"	"T40.3"	"2007"	"2007"	"Nevada"	"32"	"Female"	"F"	51	1284052	4.0
	"Methadone"	"T40.3"	"2007"	"2007"	"Nevada"	"32"	"Male"	"M"	73	1317020	5.5
	"Methadone"	"T40.3"	"2007"	"2007"	"New Hampshire"	"33"	"Female"	"F"	18	664987	Unreliable
	"Methadone"	"T40.3"	"2007"	"2007"	"New Hampshire"	"33"	"Male"	"M"	47	647553	7.3
	"Methadone"	"T40.3"	"2007"	"2007"	"New Jersey"	"34"	"Female"	"F"	33	4455148	0.7
	"Methadone"	"T40.3"	"2007"	"2007"	"New Jersey"	"34"	"Male"	"M"	45	4222737	1.1
	"Methadone"	"T40.3"	"2007"	"2007"	"New Mexico"	"35"	"Female"	"F"	13	1007922	Unreliable
	"Methadone"	"T40.3"	"2007"	"2007"	"New Mexico"	"35"	"Male"	"M"	39	982148	4.0
	"Methadone"	"T40.3"	"2007"	"2007"	"New York"	"36"	"Female"	"F"	98	9881510	1.0
	"Methadone"	"T40.3"	"2007"	"2007"	"New York"	"36"	"Male"	"M"	197	9250825	2.1
	"Methadone"	"T40.3"	"2007"	"2007"	"North Carolina"	"37"	"Female"	"F"	124	4677313	2.7
	"Methadone"	"T40.3"	"2007"	"2007"	"North Carolina"	"37"	"Male"	"M"	209	4440724	4.7
	"Methadone"	"T40.3"	"2007"	"2007"	"Ohio"	"39"	"Female"	"F"	66	5890965	1.1
	"Methadone"	"T40.3"	"2007"	"2007"	"Ohio"	"39"	"Male"	"M"	128	5609503	2.3
	"Methadone"	"T40.3"	"2007"	"2007"	"Oklahoma"	"40"	"Female"	"F"	68	1837175	3.7
	"Methadone"	"T40.3"	"2007"	"2007"	"Oklahoma"	"40"	"Male"	"M"	113	1797174	6.3
	"Methadone"	"T40.3"	"2007"	"2007"	"Oregon"	"41"	"Female"	"F"	69	1879347	3.7
	"Methadone"	"T40.3"	"2007"	"2007"	"Oregon"	"41"	"Male"	"M"	69	1843070	3.7
	"Methadone"	"T40.3"	"2007"	"2007"	"Pennsylvania"	"42"	"Female"	"F"	34	6452087	0.5
	"Methadone"	"T40.3"	"2007"	"2007"	"Pennsylvania"	"42"	"Male"	"M"	90	6111850	1.5
	"Methadone"	"T40.3"	"2007"	"2007"	"Rhode Island"	"44"	"Male"	"M"	20	510456	3.9
	"Methadone"	"T40.3"	"2007"	"2007"	"South Carolina"	"45"	"Female"	"F"	20	2280792	0.9
	"Methadone"	"T40.3"	"2007"	"2007"	"South Carolina"	"45"	"Male"	"M"	39	2163318	1.8
	"Methadone"	"T40.3"	"2007"	"2007"	"Tennessee"	"47"	"Female"	"F"	53	3162280	1.7
	"Methadone"	"T40.3"	"2007"	"2007"	"Tennessee"	"47"	"Male"	"M"	106	3013447	3.5
	"Methadone"	"T40.3"	"2007"	"2007"	"Texas"	"48"	"Female"	"F"	68	12010572	0.6
	"Methadone"	"T40.3"	"2007"	"2007"	"Texas"	"48"	"Male"	"M"	127	11821411	1.1
	"Methadone"	"T40.3"	"2007"	"2007"	"Utah"	"49"	"Female"	"F"	37	1292672	2.9
	"Methadone"	"T40.3"	"2007"	"2007"	"Utah"	"49"	"Male"	"M"	50	1305074	3.8
	"Methadone"	"T40.3"	"2007"	"2007"	"Vermont"	"50"	"Male"	"M"	12	306943	Unreliable
	"Methadone"	"T40.3"	"2007"	"2007"	"Virginia"	"51"	"Female"	"F"	58	3947966	1.5
	"Methadone"	"T40.3"	"2007"	"2007"	"Virginia"	"51"	"Male"	"M"	84	3803034	2.2
	"Methadone"	"T40.3"	"2007"	"2007"	"Washington"	"53"	"Female"	"F"	100	3247800	3.1
	"Methadone"	"T40.3"	"2007"	"2007"	"Washington"	"53"	"Male"	"M"	177	3213787	5.5
	"Methadone"	"T40.3"	"2007"	"2007"	"West Virginia"	"54"	"Female"	"F"	29	932683	3.1
	"Methadone"	"T40.3"	"2007"	"2007"	"West Virginia"	"54"	"Male"	"M"	64	901369	7.1
	"Methadone"	"T40.3"	"2007"	"2007"	"Wisconsin"	"55"	"Female"	"F"	41	2827782	1.4
	"Methadone"	"T40.3"	"2007"	"2007"	"Wisconsin"	"55"	"Male"	"M"	99	2782993	3.6
	"Methadone"	"T40.3"	"2008"	"2008"	"Alabama"	"01"	"Female"	"F"	41	2430257	1.7
	"Methadone"	"T40.3"	"2008"	"2008"	"Alabama"	"01"	"Male"	"M"	60	2287949	2.6
	"Methadone"	"T40.3"	"2008"	"2008"	"Alaska"	"02"	"Male"	"M"	21	358043	5.9
	"Methadone"	"T40.3"	"2008"	"2008"	"Arizona"	"04"	"Female"	"F"	35	3155278	1.1
	"Methadone"	"T40.3"	"2008"	"2008"	"Arizona"	"04"	"Male"	"M"	54	3125084	1.7
	"Methadone"	"T40.3"	"2008"	"2008"	"Arkansas"	"05"	"Female"	"F"	35	1464220	2.4
	"Methadone"	"T40.3"	"2008"	"2008"	"Arkansas"	"05"	"Male"	"M"	54	1410334	3.8
	"Methadone"	"T40.3"	"2008"	"2008"	"California"	"06"	"Female"	"F"	125	18396972	0.7
	"Methadone"	"T40.3"	"2008"	"2008"	"California"	"06"	"Male"	"M"	212	18207365	1.2
	"Methadone"	"T40.3"	"2008"	"2008"	"Colorado"	"08"	"Female"	"F"	19	2439060	Unreliable
	"Methadone"	"T40.3"	"2008"	"2008"	"Colorado"	"08"	"Male"	"M"	29	2450670	1.2
	"Methadone"	"T40.3"	"2008"	"2008"	"Connecticut"	"09"	"Female"	"F"	17	1820749	Unreliable
	"Methadone"	"T40.3"	"2008"	"2008"	"Connecticut"	"09"	"Male"	"M"	30	1724830	1.7
	"Methadone"	"T40.3"	"2008"	"2008"	"Delaware"	"10"	"Male"	"M"	13	428393	Unreliable
	"Methadone"	"T40.3"	"2008"	"2008"	"Florida"	"12"	"Female"	"F"	141	9465279	1.5
	"Methadone"	"T40.3"	"2008"	"2008"	"Florida"	"12"	"Male"	"M"	322	9062026	3.6
	"Methadone"	"T40.3"	"2008"	"2008"	"Georgia"	"13"	"Female"	"F"	33	4856984	0.7
	"Methadone"	"T40.3"	"2008"	"2008"	"Georgia"	"13"	"Male"	"M"	105	4647859	2.3
	"Methadone"	"T40.3"	"2008"	"2008"	"Idaho"	"16"	"Male"	"M"	13	769528	Unreliable
	"Methadone"	"T40.3"	"2008"	"2008"	"Illinois"	"17"	"Female"	"F"	31	6493537	0.5
	"Methadone"	"T40.3"	"2008"	"2008"	"Illinois"	"17"	"Male"	"M"	52	6253501	0.8
	"Methadone"	"T40.3"	"2008"	"2008"	"Indiana"	"18"	"Female"	"F"	22	3263963	0.7
	"Methadone"	"T40.3"	"2008"	"2008"	"Indiana"	"18"	"Male"	"M"	62	3160843	2.0
	"Methadone"	"T40.3"	"2008"	"2008"	"Iowa"	"19"	"Female"	"F"	12	1525539	Unreliable
	"Methadone"	"T40.3"	"2008"	"2008"	"Iowa"	"19"	"Male"	"M"	15	1491195	Unreliable
	"Methadone"	"T40.3"	"2008"	"2008"	"Kansas"	"20"	"Female"	"F"	12	1415563	Unreliable
	"Methadone"	"T40.3"	"2008"	"2008"	"Kansas"	"20"	"Male"	"M"	10	1392513	Unreliable
	"Methadone"	"T40.3"	"2008"	"2008"	"Kentucky"	"21"	"Female"	"F"	38	2183532	1.7
	"Methadone"	"T40.3"	"2008"	"2008"	"Kentucky"	"21"	"Male"	"M"	88	2106346	4.2
	"Methadone"	"T40.3"	"2008"	"2008"	"Louisiana"	"22"	"Female"	"F"	18	2269630	Unreliable
	"Methadone"	"T40.3"	"2008"	"2008"	"Louisiana"	"22"	"Male"	"M"	29	2165956	1.3
	"Methadone"	"T40.3"	"2008"	"2008"	"Maine"	"23"	"Female"	"F"	20	679413	2.9
	"Methadone"	"T40.3"	"2008"	"2008"	"Maine"	"23"	"Male"	"M"	30	651096	4.6
	"Methadone"	"T40.3"	"2008"	"2008"	"Maryland"	"24"	"Female"	"F"	54	2935788	1.8
	"Methadone"	"T40.3"	"2008"	"2008"	"Maryland"	"24"	"Male"	"M"	100	2749177	3.6
	"Methadone"	"T40.3"	"2008"	"2008"	"Massachusetts"	"25"	"Female"	"F"	32	3340730	1.0
	"Methadone"	"T40.3"	"2008"	"2008"	"Massachusetts"	"25"	"Male"	"M"	48	3128237	1.5
	"Methadone"	"T40.3"	"2008"	"2008"	"Michigan"	"26"	"Female"	"F"	56	5065899	1.1
	"Methadone"	"T40.3"	"2008"	"2008"	"Michigan"	"26"	"Male"	"M"	94	4880990	1.9
	"Methadone"	"T40.3"	"2008"	"2008"	"Minnesota"	"27"	"Female"	"F"	20	2642672	0.8
	"Methadone"	"T40.3"	"2008"	"2008"	"Minnesota"	"27"	"Male"	"M"	40	2604346	1.5
	"Methadone"	"T40.3"	"2008"	"2008"	"Mississippi"	"28"	"Male"	"M"	11	1430851	Unreliable
	"Methadone"	"T40.3"	"2008"	"2008"	"Missouri"	"29"	"Female"	"F"	34	3024837	1.1
	"Methadone"	"T40.3"	"2008"	"2008"	"Missouri"	"29"	"Male"	"M"	55	2899079	1.9
	"Methadone"	"T40.3"	"2008"	"2008"	"Montana"	"30"	"Female"	"F"	12	486477	Unreliable
	"Methadone"	"T40.3"	"2008"	"2008"	"Montana"	"30"	"Male"	"M"	14	489938	Unreliable
	"Methadone"	"T40.3"	"2008"	"2008"	"Nevada"	"32"	"Female"	"F"	52	1310601	4.0
	"Methadone"	"T40.3"	"2008"	"2008"	"Nevada"	"32"	"Male"	"M"	60	1343029	4.5
	"Methadone"	"T40.3"	"2008"	"2008"	"New Hampshire"	"33"	"Female"	"F"	11	666576	Unreliable
	"Methadone"	"T40.3"	"2008"	"2008"	"New Hampshire"	"33"	"Male"	"M"	10	649330	Unreliable
	"Methadone"	"T40.3"	"2008"	"2008"	"New Jersey"	"34"	"Female"	"F"	22	4469901	0.5
	"Methadone"	"T40.3"	"2008"	"2008"	"New Jersey"	"34"	"Male"	"M"	30	4241189	0.7
	"Methadone"	"T40.3"	"2008"	"2008"	"New Mexico"	"35"	"Female"	"F"	17	1018578	Unreliable
	"Methadone"	"T40.3"	"2008"	"2008"	"New Mexico"	"35"	"Male"	"M"	35	992084	3.5
	"Methadone"	"T40.3"	"2008"	"2008"	"New York"	"36"	"Female"	"F"	78	9918841	0.8
	"Methadone"	"T40.3"	"2008"	"2008"	"New York"	"36"	"Male"	"M"	199	9293595	2.1
	"Methadone"	"T40.3"	"2008"	"2008"	"North Carolina"	"37"	"Female"	"F"	88	4771376	1.8
	"Methadone"	"T40.3"	"2008"	"2008"	"North Carolina"	"37"	"Male"	"M"	213	4538073	4.7
	"Methadone"	"T40.3"	"2008"	"2008"	"Ohio"	"39"	"Female"	"F"	52	5896594	0.9
	"Methadone"	"T40.3"	"2008"	"2008"	"Ohio"	"39"	"Male"	"M"	130	5618797	2.3
	"Methadone"	"T40.3"	"2008"	"2008"	"Oklahoma"	"40"	"Female"	"F"	44	1854771	2.4
	"Methadone"	"T40.3"	"2008"	"2008"	"Oklahoma"	"40"	"Male"	"M"	70	1814205	3.9
	"Methadone"	"T40.3"	"2008"	"2008"	"Oregon"	"41"	"Female"	"F"	55	1903535	2.9
	"Methadone"	"T40.3"	"2008"	"2008"	"Oregon"	"41"	"Male"	"M"	79	1865213	4.2
	"Methadone"	"T40.3"	"2008"	"2008"	"Pennsylvania"	"42"	"Female"	"F"	35	6473295	0.5
	"Methadone"	"T40.3"	"2008"	"2008"	"Pennsylvania"	"42"	"Male"	"M"	76	6138990	1.2
	"Methadone"	"T40.3"	"2008"	"2008"	"Rhode Island"	"44"	"Male"	"M"	19	509591	Unreliable
	"Methadone"	"T40.3"	"2008"	"2008"	"South Carolina"	"45"	"Female"	"F"	18	2325047	Unreliable
	"Methadone"	"T40.3"	"2008"	"2008"	"South Carolina"	"45"	"Male"	"M"	40	2203949	1.8
	"Methadone"	"T40.3"	"2008"	"2008"	"Tennessee"	"47"	"Female"	"F"	42	3203115	1.3
